Year,State,District,target_yield,Area,Production,yield_calculated,ndvi,rainfall,temperature
2002,CHHATTISGARH,RAIGARH,678.1,239372,168485,0.703862607,0.201349853,2.063420228,23.98538652
2003,CHHATTISGARH,RAIGARH,1294.14,242593,322350,1.328768761,0.210007805,7.968476897,24.06863212
2004,CHHATTISGARH,RAIGARH,991.22,241526,250401,1.036745526,0.208603364,13.55624047,25.28154108
2005,CHHATTISGARH,RAIGARH,991.22,240317,278707,1.159747334,0.206819525,6.016982652,25.4549298
2006,CHHATTISGARH,RAIGARH,1040.07,240616,307132,1.276440469,0.23100736,8.084068085,24.74706367
2007,CHHATTISGARH,RAIGARH,1259.04,241665,312306,1.292309602,0.217402634,4.353204183,22.49769768
2008,CHHATTISGARH,RAIGARH,1183.18,242366,296840,1.224759248,0.200743978,-1.757010004,24.35873503
2009,CHHATTISGARH,RAIGARH,1118.31,240135,277370,1.155058613,0.222531437,10.7982897,24.89824643
2010,CHHATTISGARH,RAIGARH,1375.15,240388,336652,1.400452602,0.234574379,10.5032138,24.28079311
2011,CHHATTISGARH,RAIGARH,1430.41,241162,334923,1.388788449,0.22367747,9.515012731,24.82306269
2012,CHHATTISGARH,RAIGARH,1517.28,240220,362982,1.51103988,0.198159118,5.051415413,25.67977733
2013,CHHATTISGARH,RAIGARH,1387.92,237928,303252,1.274553646,0.208510477,8.946423104,25.44356602
2014,CHHATTISGARH,RAIGARH,1608.68,228200,367385,1.609925504,0.226021929,10.42995159,25.13494573
2015,CHHATTISGARH,RAIGARH,1013.29,90453.54513,207673.2601,1013.29,0.206276123,14.06193603,24.69827497
2016,CHHATTISGARH,RAIGARH,1800.23,90453.54513,207673.2601,1800.23,0.217791012,10.90377313,24.48316558
2017,CHHATTISGARH,RAIGARH,1516.07,90453.54513,207673.2601,1516.07,0.221099158,6.28024873,25.10937527
1966,CHHATTISGARH,SURGUJA,313.38,90453.54513,207673.2601,313.38,0.204083513,-0.580123672,24.74319693
1967,CHHATTISGARH,SURGUJA,654.68,90453.54513,207673.2601,654.68,0.212757564,6.739434093,24.76035183
1968,CHHATTISGARH,SURGUJA,538.16,90453.54513,207673.2601,538.16,0.180940144,7.244029584,23.9548918
1969,CHHATTISGARH,SURGUJA,673.57,90453.54513,207673.2601,673.57,0.203108941,9.506291482,24.37323442
1970,CHHATTISGARH,SURGUJA,679.39,90453.54513,207673.2601,679.39,0.210827136,12.7306019,25.10642984
1971,CHHATTISGARH,SURGUJA,863.59,90453.54513,207673.2601,863.59,0.200874986,5.485390045,24.17996619
1972,CHHATTISGARH,SURGUJA,510.87,90453.54513,207673.2601,510.87,0.22967693,16.46607855,24.86335316
1973,CHHATTISGARH,SURGUJA,748.9,90453.54513,207673.2601,748.9,0.199051404,-2.835292495,24.93675141
1974,CHHATTISGARH,SURGUJA,470.23,90453.54513,207673.2601,470.23,0.208952372,8.057851967,24.96594352
1975,CHHATTISGARH,SURGUJA,744.9,90453.54513,207673.2601,744.9,0.214660223,1.968540644,25.01063172
1976,CHHATTISGARH,SURGUJA,472.3,90453.54513,207673.2601,472.3,0.22776555,-3.574967394,25.04436263
1977,CHHATTISGARH,SURGUJA,882.72,90453.54513,207673.2601,882.72,0.198994196,4.952270723,24.41860306
1978,CHHATTISGARH,SURGUJA,654.48,90453.54513,207673.2601,654.48,0.224984455,-1.324720887,23.99667233
1979,CHHATTISGARH,SURGUJA,255.77,90453.54513,207673.2601,255.77,0.213455148,5.154003115,24.2937319
1980,CHHATTISGARH,SURGUJA,801.23,90453.54513,207673.2601,801.23,0.203537731,6.134988845,25.09546021
1981,CHHATTISGARH,SURGUJA,698.31,90453.54513,207673.2601,698.31,0.217973852,11.55384965,24.13007631
1982,CHHATTISGARH,SURGUJA,734.34,90453.54513,207673.2601,734.34,0.215343414,-1.576783069,24.21019427
1983,CHHATTISGARH,SURGUJA,678.38,90453.54513,207673.2601,678.38,0.207350649,10.50336843,24.20742761
1984,CHHATTISGARH,SURGUJA,666.06,90453.54513,207673.2601,666.06,0.214050838,6.451544856,23.80751238
1985,CHHATTISGARH,SURGUJA,757.81,90453.54513,207673.2601,757.81,0.209499681,11.10538837,24.15699742
1986,CHHATTISGARH,SURGUJA,761.9,90453.54513,207673.2601,761.9,0.214487991,3.80238673,25.23069806
1987,CHHATTISGARH,SURGUJA,692.98,90453.54513,207673.2601,692.98,0.219974124,-0.700080329,24.37211728
1988,CHHATTISGARH,SURGUJA,801.7,90453.54513,207673.2601,801.7,0.229212985,-0.126354026,23.85603053
1989,CHHATTISGARH,SURGUJA,952.73,90453.54513,207673.2601,952.73,0.200974662,-0.497894663,24.47467768
1990,CHHATTISGARH,SURGUJA,1189.35,90453.54513,207673.2601,1189.35,0.234683151,8.35021337,24.98577322
1991,CHHATTISGARH,SURGUJA,855.36,90453.54513,207673.2601,855.36,0.193831939,13.34575272,23.81511323
1992,CHHATTISGARH,SURGUJA,694.48,90453.54513,207673.2601,694.48,0.211834966,3.136384972,25.20715476
1993,CHHATTISGARH,SURGUJA,791.16,90453.54513,207673.2601,791.16,0.219235989,9.106819096,24.0100092
1994,CHHATTISGARH,SURGUJA,1112.86,90453.54513,207673.2601,1112.86,0.216162736,-1.656067686,24.53275779
1995,CHHATTISGARH,SURGUJA,880.39,90453.54513,207673.2601,880.39,0.207125822,6.862748851,24.52636705
1996,CHHATTISGARH,SURGUJA,1056.14,90453.54513,207673.2601,1056.14,0.211271595,9.303955687,24.44977955
1997,CHHATTISGARH,SURGUJA,808.61,90453.54513,207673.2601,808.61,0.208422808,-1.279481271,24.69809876
1998,CHHATTISGARH,SURGUJA,731.07,90453.54513,207673.2601,731.07,0.20745917,4.94172526,25.11977978
1999,CHHATTISGARH,SURGUJA,1136.67,90453.54513,207673.2601,1136.67,0.221848838,9.540728307,24.71009882
2000,CHHATTISGARH,SURGUJA,636.58,309313,194681,0.629398053,0.216922972,-8.707710631,24.42766278
2001,CHHATTISGARH,SURGUJA,1333.56,314482,411096,1.307216311,0.206423721,12.63840791,24.95917395
2002,CHHATTISGARH,SURGUJA,680.51,311106,221033,0.710474886,0.222348816,7.729539484,24.83413147
2003,CHHATTISGARH,SURGUJA,1311.14,314170,404374,1.287118439,0.216425813,9.544780844,24.39574783
2004,CHHATTISGARH,SURGUJA,982.46,310959,299182,0.96212684,0.221481439,3.897546209,24.75165032
2005,CHHATTISGARH,SURGUJA,982.46,312299,341368,1.093080669,0.219649106,-2.652469803,24.35432836
2006,CHHATTISGARH,SURGUJA,1054.18,313914,345995,1.10219678,0.205062867,8.631457386,24.29763024
2007,CHHATTISGARH,SURGUJA,1143.27,311757,380351,1.220023929,0.207751007,5.548190978,25.13340021
2008,CHHATTISGARH,SURGUJA,1176.01,311848,365590,1.172333958,0.220825753,6.121719882,24.95397901
2009,CHHATTISGARH,SURGUJA,720.05,307674,221619,0.720304608,0.21945652,11.39917753,25.11568943
2010,CHHATTISGARH,SURGUJA,1075.9,302922,323612,1.068301411,0.213143801,9.771461974,25.04806386
2011,CHHATTISGARH,SURGUJA,1405.53,117901,164828,1.398020373,0.214526091,15.56732969,24.28688998
2012,CHHATTISGARH,SURGUJA,1632.47,117501,196105,1.668964519,0.226129466,6.730413749,25.23114057
2013,CHHATTISGARH,SURGUJA,1704.2,116893,202401,1.731506591,0.207437103,2.505080416,24.58169605
2014,CHHATTISGARH,SURGUJA,1801.22,117268,206623,1.761972576,0.218823791,5.01905837,25.19510852
2015,CHHATTISGARH,SURGUJA,1193.82,90453.54513,207673.2601,1193.82,0.211330891,8.039459468,24.6679413
2016,CHHATTISGARH,SURGUJA,1732.96,90453.54513,207673.2601,1732.96,0.211176005,11.0404252,24.88708115
2017,CHHATTISGARH,SURGUJA,1389.84,90453.54513,207673.2601,1389.84,0.224340586,-1.374027152,24.90211357
1966,MADHYA PRADESH,JABALPUR,176.47,90453.54513,207673.2601,176.47,0.221606981,6.003830681,25.1370998
1967,MADHYA PRADESH,JABALPUR,558.33,90453.54513,207673.2601,558.33,0.221487914,14.00885089,23.91322655
1968,MADHYA PRADESH,JABALPUR,362.9,90453.54513,207673.2601,362.9,0.226407605,4.76009825,23.94230075
1969,MADHYA PRADESH,JABALPUR,487.1,90453.54513,207673.2601,487.1,0.213562856,10.61620188,25.06635504
1970,MADHYA PRADESH,JABALPUR,650.63,90453.54513,207673.2601,650.63,0.220172347,8.426730241,24.90868084
1971,MADHYA PRADESH,JABALPUR,715.39,90453.54513,207673.2601,715.39,0.21025015,10.74044564,24.34267778
1972,MADHYA PRADESH,JABALPUR,439.81,90453.54513,207673.2601,439.81,0.216594481,1.912339897,24.91265406
1973,MADHYA PRADESH,JABALPUR,531.25,90453.54513,207673.2601,531.25,0.212051387,1.934134255,24.0265195
1974,MADHYA PRADESH,JABALPUR,326.01,90453.54513,207673.2601,326.01,0.214322777,6.062502066,26.36264436
1975,MADHYA PRADESH,JABALPUR,759.12,90453.54513,207673.2601,759.12,0.219304388,-1.699966331,25.3862853
1976,MADHYA PRADESH,JABALPUR,487.36,90453.54513,207673.2601,487.36,0.20517061,4.612439572,25.04165095
1977,MADHYA PRADESH,JABALPUR,900.69,90453.54513,207673.2601,900.69,0.23427669,7.225525892,24.76831479
1978,MADHYA PRADESH,JABALPUR,701.03,90453.54513,207673.2601,701.03,0.203292644,14.88432064,24.42113559
1979,MADHYA PRADESH,JABALPUR,12.62,90453.54513,207673.2601,12.62,0.201210931,7.974733551,24.07540649
1980,MADHYA PRADESH,JABALPUR,500,90453.54513,207673.2601,500,0.224933926,9.087284959,24.67358829
1981,MADHYA PRADESH,JABALPUR,336.2,90453.54513,207673.2601,336.2,0.221269444,11.78352184,24.30061929
1982,MADHYA PRADESH,JABALPUR,479.93,90453.54513,207673.2601,479.93,0.219594015,1.13785466,24.32977868
1983,MADHYA PRADESH,JABALPUR,671.96,90453.54513,207673.2601,671.96,0.219636272,5.135729293,24.02212129
1984,MADHYA PRADESH,JABALPUR,342.34,90453.54513,207673.2601,342.34,0.21323035,18.08820556,24.85533113
1985,MADHYA PRADESH,JABALPUR,761.98,90453.54513,207673.2601,761.98,0.204380274,5.565531493,24.54200285
1986,MADHYA PRADESH,JABALPUR,188.98,90453.54513,207673.2601,188.98,0.214110863,11.54329635,24.9980354
1987,MADHYA PRADESH,JABALPUR,601.77,90453.54513,207673.2601,601.77,0.2065812,10.77983199,24.959049
1988,MADHYA PRADESH,JABALPUR,596.97,90453.54513,207673.2601,596.97,0.223104015,-1.429425967,24.84523192
1989,MADHYA PRADESH,JABALPUR,467.46,90453.54513,207673.2601,467.46,0.211882244,7.51353899,26.06021974
1990,MADHYA PRADESH,JABALPUR,825.09,90453.54513,207673.2601,825.09,0.205097845,6.694879966,25.14235236
1991,MADHYA PRADESH,JABALPUR,541.91,90453.54513,207673.2601,541.91,0.210138959,7.610936544,24.1002166
1992,MADHYA PRADESH,JABALPUR,658.84,90453.54513,207673.2601,658.84,0.217482132,2.190580206,24.95986783
1993,MADHYA PRADESH,JABALPUR,680.24,90453.54513,207673.2601,680.24,0.207715572,0.376545045,24.70349024
1994,MADHYA PRADESH,JABALPUR,758.39,90453.54513,207673.2601,758.39,0.205130613,3.581092605,24.05973432
1995,MADHYA PRADESH,JABALPUR,738.85,90453.54513,207673.2601,738.85,0.215789689,5.472167619,24.01968317
1996,MADHYA PRADESH,JABALPUR,563.32,90453.54513,207673.2601,563.32,0.215802483,11.88606484,24.95710107
1997,MADHYA PRADESH,JABALPUR,532.76,90453.54513,207673.2601,532.76,0.208283386,15.0476967,25.07927338
1998,MADHYA PRADESH,JABALPUR,513.37,56100,28800,0.513368984,0.208642434,12.94413184,24.20737101
1999,MADHYA PRADESH,JABALPUR,1052.82,54257,63439,1.16923162,0.215673317,10.26206866,25.21558313
2000,MADHYA PRADESH,JABALPUR,438.22,56193,30982,0.551349812,0.198871974,0.939441293,24.87295681
2001,MADHYA PRADESH,JABALPUR,839.03,61330,54828,0.893983369,0.19927818,3.91666173,25.32842919
2002,MADHYA PRADESH,JABALPUR,567.31,61466,48730,0.792796017,0.206168375,7.010772867,25.27530981
2003,MADHYA PRADESH,JABALPUR,978.11,67396,78545,1.165425248,0.211218346,2.798947415,24.65128115
2004,MADHYA PRADESH,JABALPUR,901.95,70140,78462,1.118648417,0.216461893,8.847170868,25.54829947
2005,MADHYA PRADESH,JABALPUR,863.52,58519,52292,0.893590116,0.228106379,9.563573146,24.16844156
2006,MADHYA PRADESH,JABALPUR,598.1,64184,53470,0.833073663,0.221929414,8.642592918,25.92564686
2007,MADHYA PRADESH,JABALPUR,347.98,65761,43209,0.657061176,0.211753432,11.08681563,24.29110677
2008,MADHYA PRADESH,JABALPUR,598.33,67404,55256,0.819773307,0.213162655,1.438186536,24.70649824
2009,MADHYA PRADESH,JABALPUR,582.84,65580,46546,0.709759073,0.203327524,10.62528613,24.44690546
2010,MADHYA PRADESH,JABALPUR,1025.81,67596,83587,1.236567253,0.213167686,2.482915354,24.54210411
2011,MADHYA PRADESH,JABALPUR,1297.59,72237,93156,1.289588438,0.210466231,1.256462842,26.19227644
2012,MADHYA PRADESH,JABALPUR,1608.25,81619,169606,2.078021049,0.216580003,8.621723276,24.49913926
2013,MADHYA PRADESH,JABALPUR,1931,81546,76621,0.93960464,0.205080508,12.04051042,25.15605379
2014,MADHYA PRADESH,JABALPUR,1273.74,90453.54513,207673.2601,1273.74,0.218546282,8.401210037,24.61279815
2015,MADHYA PRADESH,JABALPUR,1120.3,90453.54513,207673.2601,1120.3,0.228680206,6.065162724,25.19877482
2016,MADHYA PRADESH,JABALPUR,2900.71,90453.54513,207673.2601,2900.71,0.212265216,7.511911735,24.45841985
2017,MADHYA PRADESH,JABALPUR,2503.19,90453.54513,207673.2601,2503.19,0.217369935,6.643277195,24.85856565
1966,MADHYA PRADESH,BALAGHAT,464.45,90453.54513,207673.2601,464.45,0.220254257,0.331388124,25.04484876
1967,MADHYA PRADESH,BALAGHAT,924.88,90453.54513,207673.2601,924.88,0.209340613,-0.25195812,24.36959388
1968,MADHYA PRADESH,BALAGHAT,864.77,90453.54513,207673.2601,864.77,0.215593742,5.567013208,26.10936257
1969,MADHYA PRADESH,BALAGHAT,1006.85,90453.54513,207673.2601,1006.85,0.213478741,6.360426784,25.07097013
1970,MADHYA PRADESH,BALAGHAT,1073.89,90453.54513,207673.2601,1073.89,0.214329578,6.017804497,24.61751413
1971,MADHYA PRADESH,BALAGHAT,1189.66,90453.54513,207673.2601,1189.66,0.205622719,9.341650673,24.38188235
1972,MADHYA PRADESH,BALAGHAT,621.14,90453.54513,207673.2601,621.14,0.213597919,4.883759024,24.77636112
1973,MADHYA PRADESH,BALAGHAT,887.24,90453.54513,207673.2601,887.24,0.2183328,8.776038514,24.1225006
1974,MADHYA PRADESH,BALAGHAT,496.84,90453.54513,207673.2601,496.84,0.227864253,5.238208768,25.62164724
1975,MADHYA PRADESH,BALAGHAT,1027.2,90453.54513,207673.2601,1027.2,0.222945526,15.07793742,24.94612649
1976,MADHYA PRADESH,BALAGHAT,868.16,90453.54513,207673.2601,868.16,0.234884642,6.364711239,24.68650657
1977,MADHYA PRADESH,BALAGHAT,1241.97,90453.54513,207673.2601,1241.97,0.205679342,17.66475566,25.25348854
1978,MADHYA PRADESH,BALAGHAT,1000.44,90453.54513,207673.2601,1000.44,0.222076024,7.72120056,24.36974222
1979,MADHYA PRADESH,BALAGHAT,447.67,90453.54513,207673.2601,447.67,0.215186237,4.892756752,24.15251981
1980,MADHYA PRADESH,BALAGHAT,1404.08,90453.54513,207673.2601,1404.08,0.235250847,1.463902724,24.66543307
1981,MADHYA PRADESH,BALAGHAT,1237.72,90453.54513,207673.2601,1237.72,0.205269834,-1.253300265,24.79427143
1982,MADHYA PRADESH,BALAGHAT,1015.99,90453.54513,207673.2601,1015.99,0.204955599,1.003931183,24.99579271
1983,MADHYA PRADESH,BALAGHAT,1227.87,90453.54513,207673.2601,1227.87,0.207358891,1.563111059,23.99236065
1984,MADHYA PRADESH,BALAGHAT,673.49,90453.54513,207673.2601,673.49,0.19211386,7.935242707,24.50234119
1985,MADHYA PRADESH,BALAGHAT,1318.3,90453.54513,207673.2601,1318.3,0.208095267,3.33031575,23.18876721
1986,MADHYA PRADESH,BALAGHAT,1004.29,90453.54513,207673.2601,1004.29,0.205761491,6.895777868,24.13932502
1987,MADHYA PRADESH,BALAGHAT,1009.85,90453.54513,207673.2601,1009.85,0.214856755,12.37103442,25.08813037
1988,MADHYA PRADESH,BALAGHAT,1525.31,90453.54513,207673.2601,1525.31,0.216770377,5.522100847,25.21101251
1989,MADHYA PRADESH,BALAGHAT,940.19,90453.54513,207673.2601,940.19,0.232114526,16.3569261,24.15949734
1990,MADHYA PRADESH,BALAGHAT,1257.3,90453.54513,207673.2601,1257.3,0.222857056,0.082087703,24.56819733
1991,MADHYA PRADESH,BALAGHAT,1009.31,90453.54513,207673.2601,1009.31,0.207583781,5.208224863,24.74330269
1992,MADHYA PRADESH,BALAGHAT,1110.83,90453.54513,207673.2601,1110.83,0.204368671,3.264577987,25.26955468
1993,MADHYA PRADESH,BALAGHAT,1240.48,90453.54513,207673.2601,1240.48,0.218272009,10.64367564,25.49504704
1994,MADHYA PRADESH,BALAGHAT,936.81,90453.54513,207673.2601,936.81,0.200150485,-5.237815547,24.80704074
1995,MADHYA PRADESH,BALAGHAT,1216.19,90453.54513,207673.2601,1216.19,0.231667405,-1.254433841,24.60019128
1996,MADHYA PRADESH,BALAGHAT,1039.85,90453.54513,207673.2601,1039.85,0.225147219,5.424408493,24.0086528
1997,MADHYA PRADESH,BALAGHAT,1056.58,90453.54513,207673.2601,1056.58,0.208661061,13.71803121,24.78453423
1998,MADHYA PRADESH,BALAGHAT,1246.98,245200,230000,0.938009788,0.196221472,7.090351775,25.76796086
1999,MADHYA PRADESH,BALAGHAT,1334.8,249741,333339,1.334738789,0.226891541,-0.796594666,25.37559588
2000,MADHYA PRADESH,BALAGHAT,849.15,246559,209385,0.849228785,0.212207419,-0.024690359,24.81792876
2001,MADHYA PRADESH,BALAGHAT,1435.67,249479,358158,1.43562384,0.22573098,14.32609112,24.88218851
2002,MADHYA PRADESH,BALAGHAT,839.6,247502,207801,0.839593215,0.197408541,2.855468611,24.38624143
2003,MADHYA PRADESH,BALAGHAT,1469.26,252065,370435,1.469601095,0.207359067,1.246325743,24.55193179
2004,MADHYA PRADESH,BALAGHAT,1096.49,224800,246491,1.096490214,0.213405254,13.34800541,24.8042992
2005,MADHYA PRADESH,BALAGHAT,1468.76,248696,365281,1.468785184,0.213822623,11.01662763,24.80581678
2006,MADHYA PRADESH,BALAGHAT,1203.86,248652,299342,1.203859209,0.208852163,12.33144082,25.23587457
2007,MADHYA PRADESH,BALAGHAT,935.83,249811,354236,1.41801602,0.219581317,1.210933204,25.21154107
2008,MADHYA PRADESH,BALAGHAT,726.86,249835,275043,1.100898593,0.202676613,-1.6643856,24.990783
2009,MADHYA PRADESH,BALAGHAT,1364.81,247791,338221,1.364944651,0.211929022,6.626975052,24.23092652
2010,MADHYA PRADESH,BALAGHAT,1423.96,247865,353009,1.424198657,0.214555774,7.63677327,24.24979195
2011,MADHYA PRADESH,BALAGHAT,1362.79,255517,346073,1.354403034,0.218497206,7.784151623,24.28655387
2012,MADHYA PRADESH,BALAGHAT,1865.48,260767,486464,1.865512124,0.220468966,13.35206228,24.84825975
2013,MADHYA PRADESH,BALAGHAT,1678.25,258647,434079,1.678268064,0.202106396,-2.707692845,23.71733908
2014,MADHYA PRADESH,BALAGHAT,1834,90453.54513,207673.2601,1834,0.198011676,10.25961786,24.72736207
2015,MADHYA PRADESH,BALAGHAT,1674.17,90453.54513,207673.2601,1674.17,0.226129586,0.478017384,25.43482097
2016,MADHYA PRADESH,BALAGHAT,2482.83,90453.54513,207673.2601,2482.83,0.216675957,10.23981921,25.06391263
2017,MADHYA PRADESH,BALAGHAT,1795.92,90453.54513,207673.2601,1795.92,0.205867952,3.586359082,24.5551358
1966,MADHYA PRADESH,CHHINDWARA,250,90453.54513,207673.2601,250,0.228864337,1.891283625,24.3813719
1967,MADHYA PRADESH,CHHINDWARA,592.18,90453.54513,207673.2601,592.18,0.214509564,2.91162907,25.13335725
1968,MADHYA PRADESH,CHHINDWARA,552.49,90453.54513,207673.2601,552.49,0.225145789,-1.266908399,24.88352729
1969,MADHYA PRADESH,CHHINDWARA,573.77,90453.54513,207673.2601,573.77,0.214028002,6.163287304,24.60728338
1970,MADHYA PRADESH,CHHINDWARA,679.14,90453.54513,207673.2601,679.14,0.233960297,2.097775652,24.43598417
1971,MADHYA PRADESH,CHHINDWARA,738.92,90453.54513,207673.2601,738.92,0.230906226,9.892633759,24.7686911
1972,MADHYA PRADESH,CHHINDWARA,456.73,90453.54513,207673.2601,456.73,0.210863176,9.16142301,24.57898123
1973,MADHYA PRADESH,CHHINDWARA,745.37,90453.54513,207673.2601,745.37,0.223068527,14.40192787,25.12268939
1974,MADHYA PRADESH,CHHINDWARA,459.82,90453.54513,207673.2601,459.82,0.219806577,7.792780023,25.35108416
1975,MADHYA PRADESH,CHHINDWARA,959.82,90453.54513,207673.2601,959.82,0.227039133,8.56453144,24.04687469
1976,MADHYA PRADESH,CHHINDWARA,355.93,90453.54513,207673.2601,355.93,0.203703583,12.96164166,24.11758982
1977,MADHYA PRADESH,CHHINDWARA,562.25,90453.54513,207673.2601,562.25,0.220213332,2.822829125,25.4045277
1978,MADHYA PRADESH,CHHINDWARA,505.62,90453.54513,207673.2601,505.62,0.223937062,-1.480148459,24.81340908
1979,MADHYA PRADESH,CHHINDWARA,197.13,90453.54513,207673.2601,197.13,0.195765422,6.961612901,24.16467429
1980,MADHYA PRADESH,CHHINDWARA,483.15,90453.54513,207673.2601,483.15,0.201520232,-1.152024741,25.22212541
1981,MADHYA PRADESH,CHHINDWARA,550.56,90453.54513,207673.2601,550.56,0.192960496,18.23083597,24.90134216
1982,MADHYA PRADESH,CHHINDWARA,826.92,90453.54513,207673.2601,826.92,0.210658749,13.23863407,25.83212249
1983,MADHYA PRADESH,CHHINDWARA,1045.63,90453.54513,207673.2601,1045.63,0.22052824,16.78102427,24.61284877
1984,MADHYA PRADESH,CHHINDWARA,714.29,90453.54513,207673.2601,714.29,0.228376388,6.273377488,25.28485161
1985,MADHYA PRADESH,CHHINDWARA,892.99,90453.54513,207673.2601,892.99,0.214093765,8.714010573,24.00608239
1986,MADHYA PRADESH,CHHINDWARA,571.43,90453.54513,207673.2601,571.43,0.229638973,3.663765445,25.42851338
1987,MADHYA PRADESH,CHHINDWARA,1076.92,90453.54513,207673.2601,1076.92,0.199551803,10.37576663,25.20257964
1988,MADHYA PRADESH,CHHINDWARA,738.18,90453.54513,207673.2601,738.18,0.196318993,-0.116573455,25.53267332
1989,MADHYA PRADESH,CHHINDWARA,773.23,90453.54513,207673.2601,773.23,0.21279734,-6.754323342,25.28578977
1990,MADHYA PRADESH,CHHINDWARA,995.19,90453.54513,207673.2601,995.19,0.217193472,2.007589507,24.68097551
1991,MADHYA PRADESH,CHHINDWARA,565.45,90453.54513,207673.2601,565.45,0.21302587,-1.316224773,24.14493633
1992,MADHYA PRADESH,CHHINDWARA,693.55,90453.54513,207673.2601,693.55,0.192678396,13.35077629,24.42947316
1993,MADHYA PRADESH,CHHINDWARA,902.06,90453.54513,207673.2601,902.06,0.212461617,15.03952988,23.84992441
1994,MADHYA PRADESH,CHHINDWARA,965.17,90453.54513,207673.2601,965.17,0.200308122,-1.053502757,24.27005009
1995,MADHYA PRADESH,CHHINDWARA,566.33,90453.54513,207673.2601,566.33,0.220049543,12.41972064,24.94343028
1996,MADHYA PRADESH,CHHINDWARA,831.58,90453.54513,207673.2601,831.58,0.2170188,10.71806752,24.70662317
1997,MADHYA PRADESH,CHHINDWARA,756.35,90453.54513,207673.2601,756.35,0.203954019,-1.887740819,24.61870454
1998,MADHYA PRADESH,CHHINDWARA,623.71,20100,8600,0.427860697,0.208214148,4.00980495,24.33394815
1999,MADHYA PRADESH,CHHINDWARA,830.71,25405,21098,0.830466444,0.202760682,3.060323994,23.8443001
2000,MADHYA PRADESH,CHHINDWARA,443.55,24750,11002,0.444525253,0.212726026,9.701119598,24.82154116
2001,MADHYA PRADESH,CHHINDWARA,444.88,25426,11317,0.445095571,0.222904241,-0.18275415,24.9200797
2002,MADHYA PRADESH,CHHINDWARA,433.07,25431,10972,0.431441941,0.203495557,5.466779477,24.23471783
